	Tweet
1245	 To all of our #Dreamforce peeps, we wish you safe travels!  We'll see you at the Life Sciences Innovation Hub (#1131) on Tuesday.  Request a demo:  https://t.co/HWJV9ITZjX #DF19 #LIfeSciencesDF19  https://t.co/ZhdHQpNh29
1246	 .@pharmexec reports on @ParatekPharma’s successful launch of their new drug Nuzyra, and how collaboration and information-sharing across brand teams provided them the speed they needed to beat the odds stacked against them: Find it here:  https://t.co/0Rt6FbhuaL  https://t.co/yZ07LKIq7q
1247	 These six key signs will help you determine if your organization could benefit from a CTMS upgrade:  https://t.co/6F4JjMRmFS  https://t.co/iIuHr7025P
1248	 Prepare for upcoming regulatory inspecting with this step by step checklist. Access it here:  https://t.co/Pzf19YxBin #clinicaltrials  https://t.co/31q4Y9zXyO
1249	 .@DaiichiSankyoUS will share how they use milestones and expected document lists to enable an ongoing state of inspection readiness:  https://t.co/Yy8DCuxxyl  https://t.co/aeFVQNCt63
1250	 Global #pharma company shares how they improved data quality, increased speed to market, and saved half a million dollars a year. Hear more:  https://t.co/eYFKVkaybl  https://t.co/qtj8Y8MRDE
1251	 Do you know what drives AI success using data management? Learn more in this industry perspective whitepaper:  https://t.co/4IJaFd6zAA  https://t.co/Zg7EQgaDsh
1252	 Antares Pharma sees faster reporting and is building the foundation for #AI using an industry specific #datawarehouse. Learn more:  https://t.co/F1BetkLDZW
1253	 Vault Auto Claims Linking, Standard Metrics &amp; more. See how #VeevaVault is speeding content creation and reducing MLR bottlenecks for #lifesciences  https://t.co/2pzFrkgmV0
1254	 #Augmentedreality is not just science fiction anymore. Learn how it is helping #healthcare professionals every day. Via @medcitynews:  https://t.co/jqNwjfNYFr #AR
1255	 Hear @Karyopharm’s strategies for storing and managing data using industry-standard data connectors.  https://t.co/mQddws6jWD
1256	 Get a sneak-peek into the newest features available in Veeva #VaultPromoMats and #VaultMedComms Learn more:  https://t.co/dKEopL9top
1257	 Hear from a global #pharma company on how they increased speed to market with a modern #datastrategy.  https://t.co/eYFKVkaybl  https://t.co/0l8V7O9pur
1258	 .@ApellisPharma shares their experiences with a comprehensive and validated cloud safety solution on Dec. 5. Register here:  https://t.co/R9RNrYG1NH  https://t.co/4Y7MySYnnf
1259	 Leaders in the #lifesciences industry discuss the importance of efficient #informationexchange in a new article from Applied @Clin_Trials Online. Read it here:  https://t.co/IxqPUFq8Ou
1260	 .@Allergan will share helpful tips for an effective study start-up deployment strategy in this webinar:  https://t.co/0bpbW1riU1 #clinicaltrials  https://t.co/9BPxuA4cPr
1261	 Industry leaders address today's data challenges and elevate their commercial operations with the right foundation for AI in this industry report. Read more:  https://t.co/4IJaFd6zAA  https://t.co/jbENjXhM4l
1262	 With Veeva CRM, @AlmirallUS can implement its new commercial strategy with speed while ensuring it is delivering a seamless customer experience:  https://t.co/ghLVdWi5E2 #lifesciences  https://t.co/S0XzhDQHJq
1263	 Learn how Antares Pharma builds a new commercial model for faster reporting and insights.  https://t.co/F1BetkLDZW
1264	 Learn how a global #pharma company leveraged three pillars of #datamanagement to transform their commercial operations.  https://t.co/eYFKVkaybl  https://t.co/vFowpJy9YI
1265	 Join us December 10 to learn best practices in ensuring oversight in an outsourced #clinicaltrial model:  https://t.co/VzX5pGYoNd  https://t.co/sSbVguFxPx
1266	 Less than a third of organizations use a dedicated portal for their field medical teams. Are you? Check out these best practices from BMS  https://t.co/mjpQVPDRuP  #ScientificContent  #MedicalAffairs  https://t.co/kfiU4uk4cI
1267	 Heading to #Dreamforce? @Veevasystems  and @Crossix  will be at #DF19 in the Life Sciences Innovation Hub (1131).  Schedule a demo or meeting:  https://t.co/fkMfRNtJJT #LifeSciencesDF19  https://t.co/qsJzEWTlr9
1268	 Register now for the Veeva CRM/Events Management 19R3 release webinar to learn about user experience enhancements and core product improvements.  https://t.co/mW1RrUENvz  https://t.co/lHVQpYLQzt
1269	 What are the top trending topics across lung cancer publications and which are the institutions that drive the research? Check out this Veeva Oncology Link dashboard, then come learn more at the Veeva Commercial &amp; Medical Summit Europe. Register at #VECMS  https://t.co/G3Si9J76tR  https://t.co/BOqoAhtTDK
1270	 Clinical operations leaders discussed how to enhance collaboration and improve #clinicaltrial performance at #VeevaSummit. Read the key takeaways:  https://t.co/nSzOGOSoOo  https://t.co/KArmgAjxOt
1271	 Speed content creation and reduce MLR bottlenecks. #lifesciences #promotionalreview Learn more:  https://t.co/G5JtNllwPZ
1272	 Connect with the #LifeSciences community at #DF19 in the Life Sciences Innovation Hub, Nov 19-22. Learn more:  https://t.co/fkMfRNtJJT  #LifeSciencesDF19  https://t.co/1emLCpYNe0
1273	 Attending Biomanufacturing World Summit 2019 this week? Stop by booth #1 and meet the Veeva Quality Team! #BMWS19 #qualitymanagement  https://t.co/zvbl2E9lK7
1274	 Heading to #Dreamforce? @Veevasystems  and @Crossix  will be at #DF19 in the Life Sciences Innovation Hub (1131).  Schedule a demo or meeting:  https://t.co/fkMfRNtJJT #LifeSciencesDF19  https://t.co/nyEbsT5oa5
1275	 “Veeva’s integrated platform is the cornerstone of our commercial technology environment.” – Bill Hayes, director of commercial IT for @ParatekPharma, via @pharmexec:  https://t.co/0Rt6FbhuaL  https://t.co/VAf8dZvJGg
1276	 Learn how technology can improve #safety science and operations - enabling #pharmacovigilance teams to make better and faster decisions in this blog:  https://t.co/HfRtVNIe9s
1277	 Webinar: learn how a unified #pharmacovigilance system simplifies operations and more on Dec. 5. Register here:  https://t.co/R9RNrYG1NH  https://t.co/sPLRSHQF1j
1278	 What are the signs of an outdated #CTMS? Find out:  https://t.co/6F4JjMRmFS  https://t.co/zLXuZaPb0H
1279	 @Veevasystems acquires Physicians World, a leading provider of speakers bureau services. Joining forces to deliver best-in-class events management software and service  #eventsmanagement #lifesciences  https://t.co/EG6O9UhzgC  https://t.co/956jgByC3z
1280	 @Karyopharm shares how a life sciences specific data warehouse enabled them to launch embedded analytics for their field teams. Hear more:  https://t.co/mQddws6jWD
1281	 Industry leaders discuss how you can adapt to the exponential growth of scientific and clinical information for effective risk management at the Veeva Safety Forum. Learn more:  https://t.co/zZ4EWLDVtY  #drugsafety #vaultsafety #pharmacovigilance
1282	 Gain support across the full content journey with Veeva Content Partners. Learn more:  https://t.co/mehDIiqrh0  https://t.co/hT2O9QVc7Q
1283	 Veeva CRM empowers @AlmirallUS teams with a sophisticated solution to address rapidly changing commercial needs and deliver personalized experiences to new customers, as it shifts business focus:  https://t.co/ghLVdWi5E2 #lifesciences  https://t.co/FZiZMUNs1p
1284	 A roundtable of clinical experts at this year’s Veeva R&amp;D Summit shared their perspectives on how to speed drug development. Via @ContractPharma:  https://t.co/4SIXE2LOKD
1285	 Vault Auto Claims Linking, Standard Metrics &amp; more. See how #VeevaVault is speeding content creation and reducing MLR bottlenecks for #lifesciences  https://t.co/893XE2qzGZ
1286	 Happening today: Promotional review metrics - what does good look like? Live webinar @ 8 a.m. PT  https://t.co/70HdDeGD1N #lifesciences #pharma #marketing  https://t.co/6ddY1xPG2r
1287	 5 ways #medicalscienceliaisons can maximize scientific interactions:  https://t.co/XSSpuUFbOY #medicalaffairs
1288	 Learn the 5 steps to encourage an active #TMF management and oversight mindset in your organization:  https://t.co/yuuzauDAbY #clinicaltrials  https://t.co/EtxPISk2rJ
1289	 How does #augmentedreality help today’s #lifesciences industry? Find out in a new article from @medcitynews:  https://t.co/jqNwjfNYFr #AR
1290	 Veeva’s Content Partner Program now supports the entire content journey. Check out our fresh new look:  https://t.co/PQWzW0W5cs  https://t.co/2ibDsRVu12
1291	 Get a sneak-peek into the newest features available in Veeva #VaultPromoMats and #VaultMedComms Learn more:  https://t.co/w95cgXYkfW
1292	 Heading to #Dreamforce? @Veevasystems  and @Crossix  will be at #DF19 in the Life Sciences Innovation Hub (1131).  Schedule a demo or meeting:  https://t.co/fkMfRNtJJT #LifeSciencesDF19  https://t.co/IwXbdQRtbF
1293	 Did you know 90% of industry executives recognize AI as important in driving commercial innovation? Learn more:  https://t.co/4IJaFd6zAA  https://t.co/cSWj5iC9cK
1294	 Antares Pharma shares their strategy for commercializing it’s first product using an industry specific #datawarehouse. Hear more:  https://t.co/F1BetkLDZW
1295	 Improving #informationexchange in clinical trials is essential to reducing trial times, product development costs, and easing the difficulty of getting #treatments to patients. Learn how it can help:  https://t.co/IxqPUFq8Ou  https://t.co/O9W8JkItRk
1296	 Join experts from @Allergan and Veeva for a deep dive into improving study start-up. Register now:  https://t.co/0bpbW1riU1 #clinicaltrials  https://t.co/f1tHXjcQ1I
1297	 Speed content creation and reduce MLR bottlenecks. #lifesciences #promotionalreview Learn more:  https://t.co/Nfg4tCO2j2
1298	 Connect with the #LifeSciences community at #DF19 in the Life Sciences Innovation Hub, Nov 19-22. Learn more:  https://t.co/fkMfRNtJJT  #LifeSciencesDF19  https://t.co/oDvODAZONG
1299	 Gain support across the full content journey with Veeva Content Partners. Learn more:  https://t.co/NvtS9B4LXB  https://t.co/BoHqIFMmB9
1300	 Veeva today announced that @AlmirallUS has selected multichannel Veeva CRM to deliver a seamless customer experience across all channels as it shifts business focus to #SpecialtyMedicine:  https://t.co/ghLVdWi5E2  https://t.co/drJXwlEZe2
1301	 Last chance to register: Promotional review metrics - what does good look like? Nov 7 @ 8 a.m. PT  https://t.co/AKmj7jZQ7e #lifesciences #pharma #marketing  https://t.co/jvpER8QPL2
1302	 Join us on November 20 for a sneak preview of Veeva SiteVault Free, a 100% free eRegulatory solution for #clinicalresearch sites:  https://t.co/xlJup1GKGP  https://t.co/NB5VbcNocb
1303	 5 best practices for getting the most out of #VaultMedComms Medical Portals:  https://t.co/a1CSo91565 #MedicalAffairs #LifeSciences
1304	 Veeva’s Content Partner Program now supports the entire content journey. Check out our fresh new look:  https://t.co/KGuUVj0rio  https://t.co/8tRL4twHdz
1305	 Veeva’s Content Partner Program now supports the entire content journey. Check out our fresh new look:  https://t.co/RfEfKBOObn  https://t.co/77qPWdLbOW
1306	 Learn how to get the most out of your promotional content and track standard metrics. Webinar:  https://t.co/04ipOKevqH #lifesciences #pharma #marketing  https://t.co/xvxwELJN0B
1307	 Are you prepared for a regulatory inspection? Learn how to successfully navigate inspection day with this checklist:  https://t.co/Pzf19YxBin #clinicaltrials  https://t.co/K3Jvfgaim0
1308	 Learn how BMS centralizes #ScientificContent  https://t.co/SXvwCb8Naq #MedicalAffairs  https://t.co/5qcaF4EbiM
1309	 .@ParatekPharma says collaboration and information-sharing across brand teams were key to the successful launch of their new drug, Nuzyra. @pharmexec reports:  https://t.co/0Rt6FbhuaL  https://t.co/VPJToRuEiO
1310	 CROs report better visibility and faster study execution as the top drivers for unifying #clinical applications. Read the Veeva 2019 Annual CRO Report to learn more:  https://t.co/eT3kRRsuKd  https://t.co/HANX4t7Amg
1311	 Collaboration and trial performance are top priorities for #clinical operations leaders like @Allergan, @AstraZeneca, and @JNJCares. Read more in the #VeevaSummit blog:  https://t.co/nSzOGOSoOo  https://t.co/q5PAcq5a7f
1312	 96% of CROs surveyed report significant challenges with the ways they exchange #clinicaltrial information. Read the press release to learn more:  https://t.co/bFQI0CdT0c  https://t.co/5fC4imCMff
1313	 Heading to #Dreamforce? @Veevasystems  and @Crossix  will be at #DF19 in the Life Sciences Innovation Hub (1131).  Schedule a demo or meeting:  https://t.co/fkMfRNtJJT #LifeSciencesDF19  https://t.co/Vma4jCmftE
1314	 On-demand webinar: BMS expands access and visibility to #medicalcontent  https://t.co/kpUVMXcu3R #medicalaffairs #lifesciences  https://t.co/ZKLGpCMwpP
1315	 Read the Veeva 2019 Annual CRO Report to learn the drivers, barriers, and benefits of a unified #clinical operating model from a CRO perspective.  https://t.co/eT3kRRsuKd  https://t.co/2BLdyTtPtb
1316	 Learn how #AI solutions can help eliminate data entry and increase efficiency in this @DrugInfoAssn article:  https://t.co/ALSao5Z53A
1317	 On-demand webinar: BMS expands access and visibility to #medicalcontent  https://t.co/w0a6Ee0ZIh #medicalaffairs #lifesciences  https://t.co/xzduw5Zp8x
1318	 With the steady adoption of advanced #clinical applications, there is now a greater need to streamline fragmented clinical processes and systems. Learn the state of unifying clinical systems and processes in this annual CRO report:  https://t.co/eT3kRRsuKd  https://t.co/175A279GFw
1319	 CROs are accelerating the industrywide move to improve #clinicaltrial performance, according to one of the largest-ever surveys of clinical operations professionals.  https://t.co/eT3kRRsuKd  https://t.co/CFPiE9CSxm
