	Tweet	sweet
2113	Simplify Variation Management with Unified RIM - Get exclusive access to content on how to streamline regulatory processes and information. Access the resource center now:  https://t.co/TQ6saEUKMy  https://t.co/Zo19mrjNT9	simplifi variat manag unifi al_caps_rim met exclus access content stream regulatori process inform access resourc center
2114	Learn how technology supports #clinicaltrial compliance with #GDPR and global regulations. Read the blog:  https://t.co/OtQFkWLzGG  https://t.co/EnZwkp7ZWB	learn technolog support clinicaltri complianc al_caps_gdpr global regul head blow
2115	Roche Diagnostics' builds a business case for #digitalassetmanagement in #lifesciences  https://t.co/y284jKj20w	lock diagnost build busi case digitalasetmanag lifesci
2116	Thank you to our silver sponsors of 2019 #VeevaSummit. Check out who’s sponsoring this year’s event:  https://t.co/r2iJySZpII  https://t.co/vjhU3EttnF	thank silver sponsor vevasumit check who sponsor year event
2117	Five tips for referencing quality and accuracy in #lifesciences  https://t.co/WK3HmiYT98	tip referenc qualiti accuraci lifesci
2118	Webcast today! Join us at 12:00 p.m. ET as we introduce Veeva Vault Station Manager. Register now before it's too late:  https://t.co/1yIVOQSDuv #manufacturingoperations #qualitycontrol  https://t.co/2gNkAHXZW1	today join of introduc eva fault station manag regist late manufacturingoper qualitycontrol
2119	Best practices for a more coordinated healthcare stakeholder experience #MedicalAffairs  https://t.co/KzymCGb8hO	west practic coordin healthcar slavehold experi medicalafair
2120	Think you’re optimized for SDV? You might want to take another look at your EDC. Learn why in this webinar.  https://t.co/Q6GSagHorN	think your optim al_caps_sdv want take look al_caps_edc learn weimar
2121	[Blog] Learn how you can streamline #clinical operations to reduce study start-up delays.  https://t.co/OtQFkWLzGG  https://t.co/QPyWL0DE9d	log learn stream clinic oper reduc studi start delay
2122	Get tips from Penn Medicine on how sites can evaluate, plan, and adopt solutions to reduce the administrative burden in #clinicalresearch in this @ACRPDC blog:  https://t.co/6LiD0qnOl8  https://t.co/YYpizghni3	met tip penn medicin site evalu plan adopt solut reduc administr burden clinicalresearch atus blow
2123	.@Replimine shares their journey to becoming inspection ready with Vault eTMF. Watch now:  https://t.co/kxwdPE2Nbk  #clinical	atus share journey becom inspect readi fault eal_caps_etmf watch clinic
2124	13 of top 20 #pharma companies adopt Veeva CRM Events Management for better and more compliant #events. Read more:  https://t.co/iZRY3ei0oQ	top parma compani adopt eva al_caps_crm event manag better complaint event head
2125	[NEWS] Top 20 Pharma Company Selects Veeva Vault CDMS for Enterprise-wide Deployment  https://t.co/chhycUyGx7	al_caps_new top harm compani elect eva fault al_caps_cdm enterprisewid employ
2126	Thank you to our gold sponsors of #VeevaSummit. This year’s event is one you won’t want to miss. Check out this year’s gold sponsors:  https://t.co/r2iJySZpII  https://t.co/WAx86R6ePa	thank gold sponsor vevasumit year event want miss check year gold sponsor
2127	76% of HCPs want more interactive content, such as mobile app polling, during sessions. Read the Q&amp;A for insight into trends impacting #lifesciences #events strategies.   https://t.co/Q1azHZz8sQ  https://t.co/HIcTgaRNI7	al_caps_hcp want interact content mobil applic poll session head qandampa insight tend impact lifesci event strateg
2128	Build deeper relationships with the global #oncology community #medicalaffairs #lifesciences  https://t.co/Og4IJk7wJd  https://t.co/UfwbUDggw5	build deeper relationship global oncolog commun medicalafair lifesci
2129	Learn how #MedicalAffairs teams can organize and share approved #MedicalContent  https://t.co/idgK2io89W #LifeSciences	learn medicalafair tear organ share approv medicalcont lifesci
2130	Learn how an EDC system allows #pharma to realize the true value of targeted SDV.  https://t.co/Q6GSagHorN	learn al_caps_edc system allow parma realiz true valu target al_caps_sdv
2131	Inspection readiness is vital in #clinical trials. @Allakos shares how they prepare for inspections using Veeva Vault eTMF.  https://t.co/nk3qZ4iv4l	inspect readi vital clinic trial atus share prepar inspect use eva fault eal_caps_etmf
2132	Roche Diagnostics' 7 steps to building a business case for #digitalassetmanagement in #lifesciences  https://t.co/p45bU47okm	lock diagnost step build busi case digitalasetmanag lifesci
2133	Join the only industry event for #digitalassetmanagement for #lifesciences  https://t.co/UwVt8ndbW3	join industri event digitalasetmanag lifesci
2134	A special thanks to our platinum sponsors of #VeevaSummit, @aktana_inc, @Cognizant, @Mavens, @Qlik, @Salesforce, and @ZSAssociates. Will you be joining us on May 13 – 15?:  https://t.co/r2iJySZpII  https://t.co/2H0BTCgZNl	special thank platino sponsor vevasumit atus atus atus atus will join may
2135	[Webcast] Join us as we introduce Veeva Vault Station Manager, our new tablet-based application in the Veeva Vault Quality Suite. Don’t miss your chance to see how you can ensure the right content is always available on the right station. Register now:  https://t.co/X88wfYgvCk	recast join introduc eva fault station manag new tabletbas applic eva fault qualiti quit wont miss chanc see ensur right content alway avail right station regist
2136	Learn how to leverage insights gathered from stakeholder engagements #MedicalAffairs  https://t.co/tnhiMgiqsv	learn beverag insight gather slavehold engag medicalafair
2137	[Webinar] Learn how to get better study analytics and greater trial efficiency with a modern CTMS. Register here:  https://t.co/f3i4p5xGiy #clinical  https://t.co/1ISihkTulW	seminar learn get better studi analysi greater trial effici modern al_caps_ctm regist clinic
2138	Learn how #MedicalAffairs teams can organize and share approved #MedicalContent  https://t.co/WMpSl3RYWg #LifeSciences	learn medicalafair tear organ share approv medicalcont lifesci
2139	Learn how #lifesciences organizations are driving success in #medicalaffairs, compliant content distribution, and #digitalassetmanagement  https://t.co/IDUrU0DI5G	learn lifesci organ drive success medicalafair complaint content distribut digitalasetmanag
2140	Stop flipping digital pages. See how a modern EDC prioritizes data so monitors focus on what matters most.  https://t.co/Q6GSagHorN	stop slip digit page see modern al_caps_edc priorit data monitor focu matter
2141	Best practices for a more coordinated healthcare stakeholder experience #MedicalAffairs  https://t.co/wZ6lCp9nk0	west practic coordin healthcar slavehold experi medicalafair
2142	Did you know that HCPs prefer to get information from #events over other methods, such as peer journals? Read the Q&amp;A for insight into more trends impacting #lifesciences event strategies.  https://t.co/HH8bNHeWIc  https://t.co/IgE7OkgYGi	did know al_caps_hcp prefer get inform event method peer journal head qandampa insight tend impact lifesci event strateg
2143	.@PennMedicine shares tips on how sites can evaluate, plan, and adopt solutions to reduce the administrative burden in #clinicalresearch.  https://t.co/6LiD0qnOl8 #ACRP2019  https://t.co/o2XO3zXq4X	atus share tip site evalu plan adopt solut reduc administr burden clinicalresearch al_caps_acrp
2144	Think you’re optimized for SDV? You might want to take another look at your EDC. Learn why in this webinar.  https://t.co/Q6GSagHorN	think your optim al_caps_sdv want take look al_caps_edc learn weimar
2145	Stop flipping digital pages. See how a modern EDC prioritizes data so monitors focus on what matters most.  https://t.co/Q6GSagHorN	stop slip digit page see modern al_caps_edc priorit data monitor focu matter
2146	Attending #ACRP2019 next week? Learn how to drive new efficiencies in managing study start-up. Monday, April 15 at 11:30 a.m.  https://t.co/9oeW1OUHTs @ACRPDC  https://t.co/JxtbUEU1CA	attend al_caps_acrp next week learn drive new defici manag studi start monday april atus
2147	Pharma manufacturers: how would you like to ensure the right content always reaches the right station on the manufacturing floor? Learn how our new tablet-based application, Vault Station Manager, can help you:  https://t.co/lRiemyUs0I  https://t.co/M3fFqX1zTV	harm manufactur ensur right content alway reach right station manufactur floor learn new tabletbas applic fault station manag help
2148	Think you’re optimized for SDV? You might want to take another look at your EDC. Learn why in this webinar.  https://t.co/Q6GSagHorN	think your optim al_caps_sdv want take look al_caps_edc learn weimar
2149	AstraZeneca shares how their organization unlocks the value of expert data to drive better scientific engagements #medicalaffairs  https://t.co/7DqFPMG5vC	astrazeneca share organ unlock valu expert data drive better scientif engag medicalafair
2150	78% of HCPs want companies to offer both physical and online events. Read more about how successful event strategies mix in-person, virtual, and hybrid events.  https://t.co/WD8a9W2q7p #lifesciences #events  https://t.co/RYWa6kps2T	al_caps_hcp want compani offer physic onlin event head success event strateg mix person virtual horrid event lifesci event
2151	Hear how @Allakos was able to speed study start-up.  https://t.co/nk3qZ4iv4l #clinical	dear atus abl speed studi start clinic
2152	Join us to learn best practices for migrating to a cloud-based CTMS in this @Xtalks webinar. Register now:  https://t.co/f3i4p5g5r0 #clinicaltrials  https://t.co/DTEtLFGYx8	join learn best practic migrat cloudbas al_caps_ctm atus weimar regist clinicaltri
2153	[Webcast] Join us as we introduce Veeva Vault Station Manager, our new tablet-based application in the Veeva Vault Quality Suite. Don’t miss your chance to see how you can ensure the right content is always available on the right station. Register now:  https://t.co/X88wfYgvCk	recast join introduc eva fault station manag new tabletbas applic eva fault qualiti quit wont miss chanc see ensur right content alway avail right station regist
2154	New purpose-built technologies have made it possible for #clinicalresearch sites to streamline trial processes and speed study execution.  https://t.co/6LiD0qnOl8 @ACRPDC #ACRP2019  https://t.co/X49DdGjqqL	new purposebuilt technolog made possibl clinicalresearch site stream trial process speed studi execut atus al_caps_acrp
2155	.@Replimune shares their path to inspection readiness. Watch now:  https://t.co/kxwdPE2Nbk  #clinicaltrials	atus share path inspect readi watch clinicaltri
2156	Steps to building a digital supply chain  https://t.co/s8ARNyMp2Z	step build digit suppli chain
2157	Stop flipping digital pages. See how a modern EDC prioritizes data so monitors focus on what matters most.  https://t.co/Q6GSagHorN	stop slip digit page see modern al_caps_edc priorit data monitor focu matter
2158	Hear how Astellas is strengthening relationships with oncology leaders to enable launch success #medicalaffairs  https://t.co/mlhVy1zbud	dear steal strengthen relationship oncolog leader enabl launch success medicalafair
